id;scaped_id;category_id;name;price;description;link
11;199535;1;"Cleats adidas Predator Elite SG - Black
									";"
    260,00 €
";[];https://www.r-gol.com/en/cleats-adidas-predator-elite-sg-black,p-199535
12;199579;1;"Cleats adidas F50 Elite LL FG - Black
									";"
    270,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These laceless Elite football boots feature a thin Fibertouch upper with a foot-hugging adidas PRIMEKNIT collar and 3D Sprintweb texture to keep the ball close to your foot. The responsive Sprintframe 360 outsole, designed for playing on natural grass, provides exceptional acceleration. <br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-ll-fg-black,p-199579
13;199573;1;"Cleats adidas F50 Elite FG - Black
									";"
    260,00 €
";[<p>Unlock speed with adidas F50. Designed for maximum utilization of acceleration, movement and speed. The thin Fibertouch upper in these super lightweight adidas Elite football boots features a special Compression Fit Tunnel construction that locks the foot, as well as a 3D Sprintweb texture that keeps the ball close to the foot. The elastic Sprintframe 360 outsole adds energy when accelerating on natural surfaces.<br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-fg-black,p-199573
14;199590;1;"Cleats adidas Copa Pure III Elite LL FG - Black
									";"
    250,00 €
";[];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-ll-fg-black,p-199590
15;199551;1;"Cleats adidas Copa Pure III Elite FG - Black
									";"
    240,00 €
";[<p>Play the way you like in adidas Copa Pure 3 Elite shoes, which provide comfort and ball control. The fitted combination of adidas PRIMEKNIT tongue, padded heel, and OrthoLite® insole locks in your foot. The Fusionskin leather upper is set on a Comfortframe outsole, designed for a secure game on natural surfaces, making you always one with the ball.<br/></p>];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-fg-black,p-199551
16;194467;1;"Cleats Nike Phantom GX II Elite Erling Haaland FG - Navy blue
									";"
    269,99 €
";[<p>Do you have an obsession with improving your skills? These shoes were created specifically for you. In the heart of the storm, when chaos surrounds you, you finally managed to find the penalty area. Finish the action with the Phantom GX 2 Elite shoes. The revolutionary Nike Gripknit material covers the ball contact zone, while the Nike Cyclone 360 tread provides grip and agility. Elite cleats, created for you and the biggest stars in the world, stand out for their high quality, because you demand perfection from yourself and your footwear. This version pays tribute to Erling Haaland's Norwegian roots.<br/><br/>Erling Haaland feels best in the picturesque Norwegian countryside, walking around his family farm with loved ones by his side. These cleats pay homage to his homeland, with the base adorned with the colors of its flag. The blue and green elements are a nod to the traditional costumes worn during Norway's Constitution Day celebrations.<br/><br/>Nike Gripknit is a grippy material that provides exceptional ball feel. The special material covers the shoe's ball contact zone and stretches from the big toe area, through the laces, to the little toe, allowing for precise kicks. It also molds to the shape of the foot and provides excellent grip in both wet and dry conditions. The embossed microtexture works with the Gripknit technology, adapting to the foot and allowing for an even better ball feel.<br/><br/>The Nike Cyclone 360 tread pattern allows for quick and agile movements, adding confidence so you can dynamically change direction and feel secure when the game picks up pace.<br/><br/>The asymmetrical lacing allows for a larger contact area during dribbling, passing, and scoring goals. The modified lacing pattern increases adjustability in the midfoot area, making it easier to fit for those with flatter or higher arches. The Flyknit material is responsible for the fit and shape, as well as providing comfort around the collar.<br/></p>];https://www.r-gol.com/en/cleats-nike-phantom-gx-ii-elite-erling-haaland-fg-navy-blue,p-194467
17;197896;1;"Cleats adidas Predator Elite FT FG - Red
									";"
    280,00 €
";[];https://www.r-gol.com/en/cleats-adidas-predator-elite-ft-fg-red,p-197896
18;197892;1;"Cleats adidas Predator Elite FT SG - Red
									";"
    280,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite boots designed for goal scoring. The flexible HybridTouch upper has strategically placed Strikeskin rubber fins and a foldable tongue, providing excellent ball control. The Controlframe 2.0 outsole for soft ground play and the adidas PRIMEKNIT collar provide stability as you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-ft-sg-red,p-197892
19;197915;1;"Cleats adidas Predator Elite FT AG - Red
									";"
    280,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goals. The flexible HybridTouch upper with strategically placed Strikeskin rubber fins and a foldable tongue provide excellent ball control. The Traxionframe outsole for artificial turf and the adidas PRIMEKNIT collar give you stability when you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-ft-ag-red,p-197915
20;199545;1;"Cleats adidas Predator Elite LL FG - Red
									";"
    270,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goals. The flexible HybridTouch upper with strategically placed Strikeskin rubber elements and a laced construction was created to help you achieve perfect ball control. The Controlframe 2.0 outsole for natural surfaces and the adidas PRIMEKNIT collar provide stability as you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-ll-fg-red,p-199545
21;199532;1;"Cleats adidas Predator Elite LL SG - Red
									";"
    270,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goal scoring. The flexible HybridTouch upper with strategically placed Strikeskin rubber elements and a laceless construction was created to help you have perfect contact with the ball. The Controlframe 2.0 outsole for soft ground play and the adidas PRIMEKNIT collar provide stability as you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-ll-sg-red,p-199532
22;199548;1;"Cleats adidas Predator Elite FG - Red
									";"
    260,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goals. The flexible HybridTouch upper with strategically placed Strikeskin rubber elements in the forefoot was created to help you have perfect contact with the ball. The Controlframe 2.0 outsole for natural surfaces and the adidas PRIMEKNIT collar provide stability as you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-fg-red,p-199548
23;199536;1;"Cleats adidas Predator Elite SG - Red
									";"
    260,00 €
";[];https://www.r-gol.com/en/cleats-adidas-predator-elite-sg-red,p-199536
24;198979;1;"Cleats adidas Predator Elite AG - Red
									";"
    260,00 €
";[<p>Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goals. The flexible HybridTouch upper with strategically placed Strikeskin rubber fins in the front of the foot was created to help you have perfect contact with the ball. The Traxionframe outsole for artificial turf and the adidas PRIMEKNIT collar provide stability as you give it your all.</p>];https://www.r-gol.com/en/cleats-adidas-predator-elite-ag-red,p-198979
25;199627;1;"Cleats adidas F50+ FG - White
									";"
    300,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These football boots, which are the pinnacle of the collection, increase the speed of the shoes thanks to the Sprintframe 360+ outsole with a double plate in the front of the foot, which provides dynamic acceleration. Inside the Fibertouch upper, the Lightstrike Pro insert and Compression Fit Tunnel tongue provide comfort and security. The Sprintweb 3D texture in the front of the foot makes quick dribbles easier.<br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-fg-white,p-199627
26;199634;1;"Cleats adidas F50 Elite LL SG - White
									";"
    270,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These laceless Elite football boots feature a thin Fibertouch upper with a foot-hugging adidas PRIMEKNIT collar and 3D Sprintweb texture to keep the ball close to your foot as you fly. The flexible Sprintframe 360 outsole, designed for playing on wet grass, provides excellent acceleration.<br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-ll-sg-white,p-199634
27;198985;1;"Cleats adidas F50 Elite LL AG - White
									";"
    270,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These laceless Elite football boots feature a thin Fibertouch upper with a foot-hugging adidas PRIMEKNIT collar and 3D Sprintweb texture to keep the ball close as you fly. Designed for artificial turf fields, the Traxionframe outsole provides exceptional acceleration. <br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-ll-ag-white,p-198985
28;199576;1;"Cleats adidas F50 Elite FG - White
									";"
    260,00 €
";[<p>Unlock speed with adidas F50. Designed for maximum utilization of acceleration, movement and speed. The thin Fibertouch upper in these super lightweight adidas Elite football boots features a special Compression Fit Tunnel construction that locks the foot, as well as a 3D Sprintweb texture that keeps the ball close to the foot. The elastic Sprintframe 360 outsole adds energy when accelerating on natural surfaces.<br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-fg-white,p-199576
29;199628;1;"Cleats adidas F50 Elite SG - White
									";"
    260,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These elite football boots feature a thin Fibertouch upper with a foot-hugging Compression Fit Tunnel tongue and 3D Sprintweb texture that keeps the ball close to your foot as you fly. The flexible Sprintframe 360 outsole, designed for playing on wet grass, provides excellent acceleration. <br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-sg-white,p-199628
30;199631;1;"Cleats adidas F50 Elite AG - White
									";"
    260,00 €
";[<p>Boost your pace in lightweight adidas F50 shoes designed for speed. These elite football boots feature a thin Fibertouch upper with a foot-hugging Compression Fit Tunnel tongue and 3D Sprintweb texture that keeps the ball close to your foot. Designed for artificial turf fields, the Traxionframe outsole provides exceptional acceleration. <br/></p>];https://www.r-gol.com/en/cleats-adidas-f50-elite-ag-white,p-199631
31;199592;1;"Cleats adidas Copa Pure III Elite LL SG - White
									";"
    250,00 €
";[<p>Play the way you like in adidas Copa Pure 3 Elite shoes, which provide comfort and connectivity. The adidas PRIMEKNIT collar without laces, padded heel and OrthoLite® insole combination adapts to the foot. The Fusionskin leather upper mounted on a specialized outsole designed for a secure game on soft surfaces makes you always one of the players.<br/></p>];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-ll-sg-white,p-199592
32;199549;1;"Cleats adidas Copa Pure III Elite FG - White
									";"
    240,00 €
";[<p>Play the way you like in adidas Copa Pure 3 Elite shoes, which provide comfort and ball control. The fitted combination of adidas PRIMEKNIT tongue, padded heel, and OrthoLite® insole locks in your foot. The Fusionskin leather upper is set on a Comfortframe outsole, designed for a secure game on natural surfaces, making you always one with the ball.<br/></p>];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-fg-white,p-199549
33;199560;1;"Cleats adidas Copa Pure III Elite SG - White
									";"
    240,00 €
";[<p>Play the way you like in adidas Copa Pure 3 Elite shoes, which provide comfort and connectivity. The fitted combination of adidas PRIMEKNIT tongue, padded heel, and OrthoLite® insole locks in the foot. The Fusionskin leather upper is set on a specialized outsole designed for a secure game on soft surfaces, making you always one of the players.</p>];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-sg-white,p-199560
34;199558;1;"Cleats adidas Copa Pure III Elite AG - White
									";"
    240,00 €
";[<p>Play the way you like in adidas Copa Pure 3 Elite shoes, which provide comfort and connectivity. The fitted combination of adidas PRIMEKNIT tongue, padded heel, and OrthoLite® insole locks in your foot. The Fusionskin leather upper is set on a Traxionframe outsole, designed for a secure game on artificial turf, making you always one of the players.<br/></p>];https://www.r-gol.com/en/cleats-adidas-copa-pure-iii-elite-ag-white,p-199558
35;198977;1;"Cleats adidas Copa Icon II FG/AG - White
									";"
    180,00 €
";[<p>Icon in a new edition. adidas Copa Icon 2 shoes combine the best of the past and present to help you reach a higher level of play. The front part of the shoe made of calf leather provides a soft touch on the ball and the universal confidence you expect from shoes with such a legendary name. The specialized outsole will allow you to play with class on natural surfaces.<br/></p>];https://www.r-gol.com/en/cleats-adidas-copa-icon-ii-fg-ag-white,p-198977
36;194481;1;"Cleats Nike Zoom Mercurial Vapor 16 Elite SG-Pro - Red
									";"
    279,99 €
";"[""Do you have an obsession with speed? The biggest basketball stars have it too. That's why we created the Elite cleats with an improved 3/4 length Air Zoom cushion. This model will provide you and the fastest players with the acceleration you need to break through the defense line. As a result, we have created the most dynamic Mercurial shoes we have ever designed. All of this to satisfy your pursuit of perfection."", <br/>, <br/>, 'Exceptional ball feel', <br/>, <br/>, 'Nike Gripknit is a grippy material that provides better ball feel. It has a larger surface area, giving you more space to control the ball during high-speed dribbling or to finish the game with an accurate shot on goal. In addition, it conforms to the shape of your foot and provides consistent grip in both wet and dry conditions, ensuring a snug fit comparable to track spikes. The embossed microtexture works with Gripknit technology, conforming to the foot and allowing for an even better ball feel.', <br/>, <br/>, 'Dynamic grip', <br/>, <br/>, 'The wavy tread pattern created by the cascadingly placed cleats covers a larger surface area in the Air Zoom cushion area and provides proper grip. The largest cleat has the same height as traditional mid cleats, so the grip is consistent everywhere. In addition to the wavy tread, we have also used studs in the shape of fir trees and blades, which make it easier to stop during dynamic turns.', <br/>, <br/>, 'Perfect fit', <br/>, <br/>, 'The Flyknit upper is designed for speed. The Atomknit fabric, an extremely lightweight and durable version of Flyknit, is placed on the sides to reduce the weight of the shoes and provide support. By combining Gripknit, Atomknit, and Flyknit technologies, we have created the thinnest Mercurial upper, allowing for better ball feel and a faster fit to the foot.']";https://www.r-gol.com/en/cleats-nike-zoom-mercurial-vapor-16-elite-sg-pro-red,p-194481
37;194597;1;"Cleats Nike Zoom Mercurial Vapor 16 Elite AG-Pro - Red
									";"
    269,99 €
";[<p>Nike Mercurial Vapor 16 Elite</p>, <p>Are you fascinated by speed? Just like the biggest stars of this game. That's why these Elite cleats with an improved 3/4 length Air Zoom unit were created. They provide you and the fastest players in this sport with the speed needed to break through the defensive line.<br/></p>, <p>Exceptional touch<br/></p>, <p>Nike Gripknit is a sticky material that provides better contact with the ball. It covers a larger surface area, giving you more space to control the ball while dribbling at high speed or finishing the game with a shot on goal. It conforms to the shape of your foot and provides consistent grip in wet and dry conditions, ensuring a sculpted, spike-like fit. The micro-texture works with Gripknit to help mold to your foot, providing even better strikes with the cleats.</p>, <p>Fast traction</p>, <p>The wave-like traction pattern is a series of cascading ridges, engaging a larger surface area of the Air Zoom unit while still providing proper grip. The largest ridge is the same height as our traditional midfoot ridges, so grip is not compromised. We combined the wave-like ridge with fir tree and blade-shaped ridges to help you stop during quick cuts.</p>, <p>Fit</p>, <p>The entire Flyknit upper is designed for speed. Atomknit, an incredibly lightweight and durable Flyknit, narrows the weight on the sides and provides support. Gripknit, Atomknit, and Flyknit come together to create the thinnest Mercurial upper to date, bringing you closer to the ball and shortening the adaptation time.</p>];https://www.r-gol.com/en/cleats-nike-zoom-mercurial-vapor-16-elite-ag-pro-red,p-194597
38;194480;1;"Cleats Nike Zoom Mercurial Superfly 10 Elite SG-Pro - Red
									";"
    289,99 €
";"[""Do you have an obsession with speed? The biggest basketball stars do too. That's why we created the Elite cleats with an enhanced 3/4 length Air Zoom cushion. This model will provide you and the fastest players with the acceleration you need to break through the defense line. As a result, we have created the most dynamic Mercurial shoes we have ever designed. All of this to satisfy your pursuit of perfection."", <br/>, <br/>, 'Exceptional ball feel', <br/>, <br/>, 'Nike Gripknit is a grippy material that provides better ball feel. It has a larger surface area, giving you more space to control the ball during high-speed dribbling or to finish the game with an accurate shot on goal. In addition, it conforms to the shape of your foot and provides consistent grip in both wet and dry conditions, ensuring a snug fit comparable to track spikes. The embossed microtexture works with Gripknit technology, conforming to the foot and allowing for an even better ball feel.', <br/>, <br/>, 'Dynamic grip', <br/>, <br/>, 'The wavy tread pattern created by the cascadingly placed cleats covers a larger surface area in the Air Zoom cushion area and provides proper grip. The largest cleat has the same height as traditional mid cleats, so the grip is consistent everywhere. In addition to the wavy tread, we have also used studs in the shape of fir trees and blades, which make it easier to stop during dynamic turns.', <br/>, <br/>, 'Perfect fit', <br/>, <br/>, 'The Flyknit upper is designed with speed in mind. The Atomknit fabric, an extremely lightweight and durable version of Flyknit, is placed on the sides to reduce the weight of the shoes and provide support. By combining Gripknit, Atomknit, and Flyknit technologies, we have created the thinnest Mercurial upper, allowing for better ball feel and a faster fit to the foot. The Dynamic Fit collar is made of soft, flexible material and wraps around the ankle, providing a snug fit.']";https://www.r-gol.com/en/cleats-nike-zoom-mercurial-superfly-10-elite-sg-pro-red,p-194480
39;194478;1;"Cleats Nike Zoom Mercurial Superfly 10 Elite FG - Red
									";"
    279,99 €
";"[""Do you have an obsession with speed? The biggest basketball stars do too. That's why we created the Elite cleats with an enhanced 3/4 length Air Zoom cushion. This model will provide you and the fastest players with the acceleration you need to break through the defense line. As a result, we have created the most dynamic Mercurial shoes we have ever designed. All of this to satisfy your pursuit of perfection. "", <br/>, <br/>, 'Exceptional ball feel ', <br/>, <br/>, 'Nike Gripknit is a grippy material that provides better ball feel. It has a larger surface area, giving you more space to control the ball during high-speed dribbling or to finish the game with an accurate shot on goal. In addition, it conforms to the shape of your foot and provides consistent grip in both wet and dry conditions, ensuring a snug fit comparable to track spikes. The embossed microtexture works with Gripknit technology, conforming to the foot and allowing for an even better ball feel. ', <br/>, <br/>, 'Dynamic grip ', <br/>, <br/>, 'The wavy tread pattern created by the cascadingly placed cleats covers a larger surface area in the Air Zoom cushion area and provides proper grip. The largest cleat has the same height as traditional mid cleats, so the grip is consistent everywhere. In addition to the wavy tread, we have also used new V-shaped and blade-shaped cleats that make it easier to stop during dynamic turns. ', <br/>, <br/>, 'Perfect fit ', <br/>, <br/>, 'The Flyknit upper is designed with speed in mind. The Atomknit fabric, an extremely lightweight and durable version of Flyknit, is placed on the sides to reduce the weight of the shoes and provide support. By combining Gripknit, Atomknit, and Flyknit technologies, we have created the thinnest Mercurial upper, allowing for better ball feel and a faster fit to the foot. The Dynamic Fit collar is made of soft, flexible material and wraps around the ankle, providing a snug fit.']";https://www.r-gol.com/en/cleats-nike-zoom-mercurial-superfly-10-elite-fg-red,p-194478
